"STATEFP00","COUNTYFP00","TRACT4","TRACT2","MISSING","TRACTCE00","GEOID_1990"
"04","013","4226","16",FALSE,"422616","422616"
"04","013","4226","17",FALSE,"422617","422617"
"04","013","4226","18",FALSE,"422618","422618"
"04","013","4226","19",FALSE,"422619","422619"
"04","013","5227","03",FALSE,"522703","522703"
"04","013","5227","08",FALSE,"522708","522708"
"04","013","5227","09",FALSE,"522709","522709"
"04","013","5227","11",FALSE,"522711","522711"
"04","013","5227","12",FALSE,"522712","522712"
"04","013","5227","13",FALSE,"522713","522713"
"04","013","5227","14",FALSE,"522714","522714"
"04","013","5227","15",FALSE,"522715","522715"
"04","013","5227","16",FALSE,"522716","522716"
"04","013","5227","17",FALSE,"522717","522717"
"04","013","5227","18",FALSE,"522718","522718"
"04","013","5227","19",FALSE,"522719","522719"
"04","013","5227","20",FALSE,"522720","522720"
"04","013","5227","21",FALSE,"522721","522721"
"04","013","5227","22",FALSE,"522722","522722"
"04","013","5227","23",FALSE,"522723","522723"
"04","013","5227","24",FALSE,"522724","522724"
"04","013","5227","25",FALSE,"522725","522725"
"04","013","5227","26",FALSE,"522726","522726"
"04","013","5227","27",FALSE,"522727","522727"
"04","013","5227","29",FALSE,"522729","522729"
"04","013","5227","30",FALSE,"522730","522730"
"04","013","5227","31",FALSE,"522731","522731"
"04","013","5227","32",FALSE,"522732","522732"
"04","013","5227","35",FALSE,"522735","522735"
"04","013","5227","36",FALSE,"522736","522736"
"04","013","5227","37",FALSE,"522737","522737"
"04","013","5227","38",FALSE,"522738","522738"
"04","013","5227","39",FALSE,"522739","522739"
"04","013","5227","40",FALSE,"522740","522740"
"04","013","5227","41",FALSE,"522741","522741"
"04","013","5227","42",FALSE,"522742","522742"
"04","013","5227","43",FALSE,"522743","522743"
"04","013","5227","44",FALSE,"522744","522744"
"04","013","5227","45",FALSE,"522745","522745"
"04","013","5227","46",FALSE,"522746","522746"
"04","013","5227","47",FALSE,"522747","522747"
"04","013","5227","48",FALSE,"522748","522748"
"04","013","5227","49",FALSE,"522749","522749"
"04","013","5227","57",FALSE,"522757","522757"
"04","013","5228","00",FALSE,"522800","522800"
"04","013","5229","01",FALSE,"522901","522901"
"04","013","5229","02",FALSE,"522902","522902"
"04","013","5230","02",FALSE,"523002","523002"
"04","013","5230","03",FALSE,"523003","523003"
"04","013","5230","05",FALSE,"523005","523005"
"04","013","5230","06",FALSE,"523006","523006"
"04","013","5231","02",FALSE,"523102","523102"
"04","013","5231","03",FALSE,"523103","523103"
"04","013","5231","04",FALSE,"523104","523104"
"04","013","7233","01",FALSE,"723301","723301"
"04","013","7233","02",FALSE,"723302","723302"
"04","013","9407","00",FALSE,"940700","940700"
"04","013","9410","00",FALSE,"941000","941000"
"04","013","9411","00",FALSE,"941100","941100"
