"","STATE00","COUNTY00","TRACT00","GEOID00","POP00","HU00","PART00","AREA00","AREALAND00","STATE10","COUNTY10","TRACT10","GEOID10","POP10","HU10","PART10","AREA10","AREALAND10","AREAPT","AREALANDPT","AREAPCT00PT","ARELANDPCT00PT","AREAPCT10PT","AREALANDPCT10PT","POP10PT","POPPCT00","POPPCT10","HU10PT","HUPCT00","HUPCT10"
"416",4,13,71908,4013071908,7888,3173,"P",3857528,3855837,4,13,71912,4013071912,2817,1213,"W",1697964,1697964,1697964,1697964,44.02,44.04,100,100,2817,35.71,100,1213,38.23,100
"417",4,13,71908,4013071908,7888,3173,"P",3857528,3855837,4,13,71913,4013071913,5071,1960,"W",2159564,2157873,2159564,2157873,55.98,55.96,100,100,5071,64.29,100,1960,61.77,100
"418",4,13,71909,4013071909,3797,1808,"W",2289971,2280450,4,13,71909,4013071909,3797,1808,"W",2289971,2280450,2289971,2280450,100,100,100,100,3797,100,100,1808,100,100
"419",4,13,71910,4013071910,6218,2346,"W",2569201,2569201,4,13,71910,4013071910,6218,2346,"W",2569201,2569201,2569201,2569201,100,100,100,100,6218,100,100,2346,100,100
"420",4,13,71911,4013071911,3081,1199,"W",2604811,2604811,4,13,71911,4013071911,3081,1199,"W",2604811,2604811,2604811,2604811,100,100,100,100,3081,100,100,1199,100,100
"421",4,13,82002,4013082002,5795,2372,"W",2608928,2577155,4,13,82002,4013082002,5807,2376,"P",2647170,2615397,2608928,2577155,100,100,98.56,98.54,5795,100,99.79,2372,100,99.83
"422",4,13,82007,4013082007,4077,1296,"W",1286377,1286377,4,13,82007,4013082007,4077,1296,"W",1286377,1286377,1286377,1286377,100,100,100,100,4077,100,100,1296,100,100
"423",4,13,82008,4013082008,5058,1486,"W",1300324,1300324,4,13,82008,4013082008,5058,1486,"W",1300324,1300324,1300324,1300324,100,100,100,100,5058,100,100,1486,100,100
"424",4,13,82009,4013082009,4668,1358,"W",1303678,1303678,4,13,82009,4013082009,4668,1358,"W",1303678,1303678,1303678,1303678,100,100,100,100,4668,100,100,1358,100,100
"425",4,13,82010,4013082010,3931,1225,"W",1297868,1297868,4,13,82010,4013082010,3931,1225,"W",1297868,1297868,1297868,1297868,100,100,100,100,3931,100,100,1225,100,100
"426",4,13,82011,4013082011,15522,5007,"P",10404146,10402291,4,13,82016,4013082016,2348,707,"P",5198523,5196668,5192903,5191048,49.91,49.9,99.89,99.89,2348,15.13,100,707,14.12,100
"427",4,13,82011,4013082011,15522,5007,"P",10404146,10402291,4,13,82017,4013082017,4275,1448,"W",2604575,2604575,2604575,2604575,25.03,25.04,100,100,4275,27.54,100,1448,28.92,100
"428",4,13,82011,4013082011,15522,5007,"P",10404146,10402291,4,13,82018,4013082018,4685,1494,"W",1325956,1325956,1325956,1325956,12.74,12.75,100,100,4685,30.18,100,1494,29.84,100
"429",4,13,82011,4013082011,15522,5007,"P",10404146,10402291,4,13,82028,4013082028,4214,1358,"W",1280712,1280712,1280712,1280712,12.31,12.31,100,100,4214,27.15,100,1358,27.12,100
"430",4,13,82012,4013082012,5708,1897,"W",2920348,2918154,4,13,82012,4013082012,5708,1897,"W",2920348,2918154,2920348,2918154,100,100,100,100,5708,100,100,1897,100,100
"431",4,13,82013,4013082013,8294,2942,"P",6428382,6316157,4,13,82019,4013082019,2391,860,"W",1831838,1757765,1831838,1757765,28.5,27.83,100,100,2391,28.83,100,860,29.23,100
"432",4,13,82013,4013082013,8294,2942,"P",6428382,6316157,4,13,82020,4013082020,3833,1388,"W",1940642,1902490,1940642,1902490,30.19,30.12,100,100,3833,46.21,100,1388,47.18,100
"433",4,13,82013,4013082013,8294,2942,"P",6428382,6316157,4,13,82021,4013082021,2070,694,"W",2655902,2655902,2655902,2655902,41.32,42.05,100,100,2070,24.96,100,694,23.59,100
"434",4,13,82014,4013082014,25969,9575,"P",22729078,22721087,4,13,82022,4013082022,4171,1753,"W",3650082,3650082,3650082,3650082,16.06,16.06,100,100,4171,16.06,100,1753,18.31,100
"435",4,13,82014,4013082014,25969,9575,"P",22729078,22721087,4,13,82023,4013082023,5366,1829,"W",3148719,3148719,3148719,3148719,13.85,13.86,100,100,5366,20.66,100,1829,19.1,100
"436",4,13,82014,4013082014,25969,9575,"P",22729078,22721087,4,13,82024,4013082024,4081,1597,"W",3195696,3195696,3195696,3195696,14.06,14.06,100,100,4081,15.71,100,1597,16.68,100
"437",4,13,82014,4013082014,25969,9575,"P",22729078,22721087,4,13,82025,4013082025,2378,856,"W",3881514,3873523,3881514,3873523,17.08,17.05,100,100,2378,9.16,100,856,8.94,100
"438",4,13,82014,4013082014,25969,9575,"P",22729078,22721087,4,13,82026,4013082026,5995,2118,"W",2532456,2532456,2532456,2532456,11.14,11.15,100,100,5995,23.09,100,2118,22.12,100
"439",4,13,82014,4013082014,25969,9575,"P",22729078,22721087,4,13,82027,4013082027,3978,1422,"W",6320611,6320611,6320611,6320611,27.81,27.82,100,100,3978,15.32,100,1422,14.85,100
"440",4,13,82015,4013082015,0,1,"W",2595099,2595099,4,13,83000,4013083000,6545,2169,"P",12809617,12809617,2595099,2595099,100,100,20.26,20.26,0,0,0,1,100,0.05
"441",4,13,82100,4013082100,6545,2168,"P",10214540,10214540,4,13,83000,4013083000,6545,2169,"P",12809617,12809617,10214518,10214518,100,100,79.74,79.74,6545,100,100,2168,100,99.95
"442",4,13,82100,4013082100,6545,2168,"P",10214540,10214540,4,13,112510,4013112510,4162,1214,"P",10290012,10290012,22,22,0,0,0,0,0,0,0,0,0,0
"443",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82203,4013082203,7512,2304,"W",5141209,5141209,5141209,5141209,8.91,8.96,100,100,7512,24.08,100,2304,24.24,100
"444",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82204,4013082204,5359,1594,"W",9571303,9553567,9571303,9553567,16.59,16.64,100,100,5359,17.18,100,1594,16.77,100
"445",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82205,4013082205,5124,1607,"W",2510744,2510744,2510744,2510744,4.35,4.37,100,100,5124,16.43,100,1607,16.91,100
"446",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82206,4013082206,3092,890,"W",6515862,6229053,6515862,6229053,11.29,10.85,100,100,3092,9.91,100,890,9.36,100
"447",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82207,4013082207,2394,809,"W",10796528,10796528,10796528,10796528,18.71,18.81,100,100,2394,7.67,100,809,8.51,100
"448",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82208,4013082208,2891,823,"W",18953913,18953913,18953913,18953913,32.85,33.02,100,100,2891,9.27,100,823,8.66,100
"449",4,13,82201,4013082201,31195,9504,"P",57702143,57397598,4,13,82211,4013082211,4823,1477,"W",4212584,4212584,4212584,4212584,7.3,7.34,100,100,4823,15.46,100,1477,15.54,100
"450",4,13,82202,4013082202,7473,2395,"P",3148413,3148413,4,13,82209,4013082209,2840,915,"W",954054,954054,954054,954054,30.3,30.3,100,100,2840,38,100,915,38.2,100
"451",4,13,82202,4013082202,7473,2395,"P",3148413,3148413,4,13,82210,4013082210,4633,1480,"W",2194359,2194359,2194359,2194359,69.7,69.7,100,100,4633,62,100,1480,61.8,100
"452",4,13,92304,4013092304,7877,4225,"P",2479169,2479169,4,13,92311,4013092311,2876,1453,"W",647199,647199,647199,647199,26.11,26.11,100,100,2876,36.51,100,1453,34.39,100
"453",4,13,92304,4013092304,7877,4225,"P",2479169,2479169,4,13,92312,4013092312,5001,2772,"P",1832031,1832031,1831970,1831970,73.89,73.89,100,100,5001,63.49,100,2772,65.61,100
"454",4,13,92305,4013092305,3667,1491,"W",2487714,2487714,4,13,92305,4013092305,3667,1491,"W",2487714,2487714,2487714,2487714,100,100,100,100,3667,100,100,1491,100,100
"455",4,13,92306,4013092306,5893,2293,"W",2565727,2565727,4,13,92306,4013092306,5893,2293,"W",2565727,2565727,2565727,2565727,100,100,100,100,5893,100,100,2293,100,100
"456",4,13,92307,4013092307,5847,2435,"W",2566248,2566248,4,13,92307,4013092307,5847,2435,"W",2566248,2566248,2566248,2566248,100,100,100,100,5847,100,100,2435,100,100
"457",4,13,92308,4013092308,6612,2587,"P",2572877,2572877,4,13,92308,4013092308,6612,2587,"W",2572030,2572030,2572030,2572030,99.97,99.97,100,100,6612,100,100,2587,100,100
"458",4,13,92308,4013092308,6612,2587,"P",2572877,2572877,4,13,104206,4013104206,3813,1474,"P",1636068,1625210,847,847,0.03,0.03,0.05,0.05,0,0,0,0,0,0
"459",4,13,92309,4013092309,5212,2052,"W",2571445,2571445,4,13,92309,4013092309,5212,2052,"W",2571445,2571445,2571445,2571445,100,100,100,100,5212,100,100,2052,100,100
"460",4,13,92310,4013092310,3285,1503,"P",2591819,2591819,4,13,92312,4013092312,5001,2772,"P",1832031,1832031,61,61,0,0,0,0,0,0,0,0,0,0
"461",4,13,92310,4013092310,3285,1503,"P",2591819,2591819,4,13,93200,4013093200,3355,1534,"P",5193253,5193253,2591758,2591758,100,100,49.91,49.91,3285,100,97.91,1503,100,97.98
"462",4,13,92400,4013092400,7414,3450,"P",2596229,2596229,4,13,92401,4013092401,4045,1896,"W",1289187,1289187,1289187,1289187,49.66,49.66,100,100,4045,54.56,100,1896,54.96,100
"463",4,13,92400,4013092400,7414,3450,"P",2596229,2596229,4,13,92402,4013092402,3369,1554,"W",1307042,1307042,1307042,1307042,50.34,50.34,100,100,3369,45.44,100,1554,45.04,100
"464",4,13,92500,4013092500,4935,2054,"W",2631570,2631570,4,13,92500,4013092500,4935,2054,"P",2631640,2631640,2631570,2631570,100,100,100,100,4935,100,100,2054,100,100
"465",4,13,92600,4013092600,3177,1246,"P",2513861,2513861,4,13,92500,4013092500,4935,2054,"P",2631640,2631640,70,70,0,0,0,0,0,0,0,0,0,0
"466",4,13,92600,4013092600,3177,1246,"P",2513861,2513861,4,13,92600,4013092600,3177,1246,"W",2513159,2513159,2513159,2513159,99.97,99.97,100,100,3177,100,100,1246,100,100
"467",4,13,92600,4013092600,3177,1246,"P",2513861,2513861,4,13,92705,4013092705,3702,1435,"P",2592988,2592988,533,533,0.02,0.02,0.02,0.02,0,0,0,0,0,0
"468",4,13,92600,4013092600,3177,1246,"P",2513861,2513861,4,13,93200,4013093200,3355,1534,"P",5193253,5193253,99,99,0,0,0,0,0,0,0,0,0,0
"469",4,13,92703,4013092703,7945,2467,"P",2583823,2583823,4,13,92715,4013092715,4037,1299,"W",1286305,1286305,1286305,1286305,49.78,49.78,100,100,4037,50.81,100,1299,52.66,100
"470",4,13,92703,4013092703,7945,2467,"P",2583823,2583823,4,13,92716,4013092716,3908,1168,"W",1297518,1297518,1297518,1297518,50.22,50.22,100,100,3908,49.19,100,1168,47.34,100
"471",4,13,92704,4013092704,70,31,"W",2601396,2601396,4,13,93200,4013093200,3355,1534,"P",5193253,5193253,2601396,2601396,100,100,50.09,50.09,70,100,2.09,31,100,2.02
"472",4,13,92705,4013092705,3702,1435,"W",2592455,2592455,4,13,92705,4013092705,3702,1435,"P",2592988,2592988,2592455,2592455,100,100,99.98,99.98,3702,100,100,1435,100,100
"473",4,13,92706,4013092706,11497,4681,"P",28864675,28856113,4,13,82002,4013082002,5807,2376,"P",2647170,2615397,38242,38242,0.13,0.13,1.44,1.46,12,0.1,0.21,4,0.09,0.17
"474",4,13,92706,4013092706,11497,4681,"P",28864675,28856113,4,13,82016,4013082016,2348,707,"P",5198523,5196668,5620,5620,0.02,0.02,0.11,0.11,0,0,0,0,0,0
"475",4,13,92706,4013092706,11497,4681,"P",28864675,28856113,4,13,92719,4013092719,4277,1740,"W",2592225,2592225,2592225,2592225,8.98,8.98,100,100,4277,37.2,100,1740,37.17,100
"476",4,13,92706,4013092706,11497,4681,"P",28864675,28856113,4,13,92720,4013092720,4407,2049,"W",23691970,23684363,23691970,23684363,82.08,82.08,100,100,4407,38.33,100,2049,43.77,100
"477",4,13,92706,4013092706,11497,4681,"P",28864675,28856113,4,13,92721,4013092721,2801,888,"W",2536618,2535663,2536618,2535663,8.79,8.79,100,100,2801,24.36,100,888,18.97,100
"478",4,13,92707,4013092707,7586,3379,"P",5826144,5816804,4,13,61043,4013061043,2452,799,"P",14051597,13990599,788067,784741,13.53,13.49,5.61,5.61,0,0,0,0,0,0
"479",4,13,92707,4013092707,7586,3379,"P",5826144,5816804,4,13,92723,4013092723,4114,1774,"W",2589389,2583375,2589389,2583375,44.44,44.41,100,100,4114,54.23,100,1774,52.5,100
"480",4,13,92707,4013092707,7586,3379,"P",5826144,5816804,4,13,92724,4013092724,3472,1605,"W",2448688,2448688,2448688,2448688,42.03,42.1,100,100,3472,45.77,100,1605,47.5,100
"481",4,13,92708,4013092708,2056,796,"W",2736654,2736654,4,13,92708,4013092708,2056,796,"W",2736654,2736654,2736654,2736654,100,100,100,100,2056,100,100,796,100,100
"482",4,13,92709,4013092709,4130,1444,"W",2573531,2573531,4,13,92709,4013092709,4130,1444,"W",2573531,2573531,2573531,2573531,100,100,100,100,4130,100,100,1444,100,100
"483",4,13,92710,4013092710,4269,1498,"W",2579578,2579578,4,13,92710,4013092710,4269,1498,"W",2579578,2579578,2579578,2579578,100,100,100,100,4269,100,100,1498,100,100
"484",4,13,92711,4013092711,3120,1103,"W",2565808,2563937,4,13,92711,4013092711,3120,1103,"W",2565808,2563937,2565808,2563937,100,100,100,100,3120,100,100,1103,100,100
"485",4,13,92712,4013092712,4905,1510,"W",2549978,2549978,4,13,92712,4013092712,4905,1510,"W",2549978,2549978,2549978,2549978,100,100,100,100,4905,100,100,1510,100,100
"486",4,13,92713,4013092713,5027,1466,"W",2570363,2570363,4,13,92713,4013092713,5027,1466,"W",2570363,2570363,2570363,2570363,100,100,100,100,5027,100,100,1466,100,100
"487",4,13,92714,4013092714,8661,2865,"P",2597754,2597754,4,13,92717,4013092717,4870,1608,"W",1297311,1297311,1297311,1297311,49.94,49.94,100,100,4870,56.23,100,1608,56.13,100
"488",4,13,92714,4013092714,8661,2865,"P",2597754,2597754,4,13,92718,4013092718,3791,1257,"W",1300443,1300443,1300443,1300443,50.06,50.06,100,100,3791,43.77,100,1257,43.87,100
"489",4,13,92800,4013092800,9973,3457,"P",2515451,2515451,4,13,92801,4013092801,4756,1718,"P",1256230,1256230,1256116,1256116,49.94,49.94,99.99,99.99,4756,47.69,100,1718,49.7,100
"490",4,13,92800,4013092800,9973,3457,"P",2515451,2515451,4,13,92802,4013092802,5217,1739,"W",1259335,1259335,1259335,1259335,50.06,50.06,100,100,5217,52.31,100,1739,50.3,100
"491",4,13,92900,4013092900,2866,1145,"P",2636616,2636616,4,13,92801,4013092801,4756,1718,"P",1256230,1256230,114,114,0,0,0.01,0.01,0,0,0,0,0,0
"492",4,13,92900,4013092900,2866,1145,"P",2636616,2636616,4,13,92900,4013092900,2866,1145,"W",2630305,2630305,2630305,2630305,99.76,99.76,100,100,2866,100,100,1145,100,100
"493",4,13,92900,4013092900,2866,1145,"P",2636616,2636616,4,13,93104,4013093104,4385,1830,"P",3925974,3925974,6197,6197,0.24,0.24,0.16,0.16,0,0,0,0,0,0
"494",4,13,93000,4013093000,8923,3541,"P",2566367,2566367,4,13,93001,4013093001,4841,2144,"W",1444252,1444252,1444252,1444252,56.28,56.28,100,100,4841,54.25,100,2144,60.55,100
"495",4,13,93000,4013093000,8923,3541,"P",2566367,2566367,4,13,93002,4013093002,4082,1397,"W",1122115,1122115,1122115,1122115,43.72,43.72,100,100,4082,45.75,100,1397,39.45,100
"496",4,13,93101,4013093101,4547,1780,"W",1277772,1277772,4,13,93101,4013093101,4547,1780,"W",1277772,1277772,1277772,1277772,100,100,100,100,4547,100,100,1780,100,100
"497",4,13,93102,4013093102,9310,3428,"P",2513498,2513498,4,13,93105,4013093105,5242,2234,"W",1253898,1253898,1253898,1253898,49.89,49.89,100,100,5242,56.31,100,2234,65.17,100
"498",4,13,93102,4013093102,9310,3428,"P",2513498,2513498,4,13,93106,4013093106,4068,1194,"W",1259600,1259600,1259600,1259600,50.11,50.11,100,100,4068,43.69,100,1194,34.83,100
"499",4,13,93104,4013093104,4385,1830,"W",3914385,3914385,4,13,93104,4013093104,4385,1830,"P",3925974,3925974,3914385,3914385,100,100,99.7,99.7,4385,100,100,1830,100,100
"500",4,13,103205,4013103205,2652,1045,"W",2635513,2629708,4,13,103205,4013103205,2652,1045,"W",2635513,2629708,2635513,2629708,100,100,100,100,2652,100,100,1045,100,100
"501",4,13,103206,4013103206,2521,976,"W",2573797,2573797,4,13,103206,4013103206,2521,976,"W",2573797,2573797,2573797,2573797,100,100,100,100,2521,100,100,976,100,100
"502",4,13,103207,4013103207,2459,941,"P",2446001,2446001,4,13,103207,4013103207,2459,941,"W",2445935,2445935,2445935,2445935,100,100,100,100,2459,100,100,941,100,100
"503",4,13,103207,4013103207,2459,941,"P",2446001,2446001,4,13,216831,4013216831,2896,1386,"P",4729811,4724241,66,66,0,0,0,0,0,0,0,0,0,0
"504",4,13,103208,4013103208,3927,2687,"W",2777538,2777538,4,13,103208,4013103208,3927,2687,"W",2777538,2777538,2777538,2777538,100,100,100,100,3927,100,100,2687,100,100
"505",4,13,103209,4013103209,5353,2545,"P",6628912,6507997,4,13,103209,4013103209,5353,2545,"P",6579557,6458642,6579086,6458171,99.25,99.23,99.99,99.99,5353,100,100,2545,100,100
"506",4,13,103209,4013103209,5353,2545,"P",6628912,6507997,4,13,216830,4013216830,3144,1908,"P",2617013,2617013,19114,19114,0.29,0.29,0.73,0.73,0,0,0,0,0,0
"507",4,13,103209,4013103209,5353,2545,"P",6628912,6507997,4,13,216831,4013216831,2896,1386,"P",4729811,4724241,30712,30712,0.46,0.47,0.65,0.65,0,0,0,0,0,0
"508",4,13,103210,4013103210,6044,3496,"W",2335920,2335920,4,13,103210,4013103210,6044,3496,"W",2335920,2335920,2335920,2335920,100,100,100,100,6044,100,100,3496,100,100
"509",4,13,103211,4013103211,4395,1800,"W",2713638,2713638,4,13,103211,4013103211,4395,1800,"W",2713638,2713638,2713638,2713638,100,100,100,100,4395,100,100,1800,100,100
"510",4,13,103212,4013103212,4245,1681,"W",2606853,2606853,4,13,103212,4013103212,4245,1681,"W",2606853,2606853,2606853,2606853,100,100,100,100,4245,100,100,1681,100,100
"511",4,13,103214,4013103214,3852,1537,"W",2598235,2590325,4,13,103214,4013103214,3852,1537,"W",2598235,2590325,2598235,2590325,100,100,100,100,3852,100,100,1537,100,100
"512",4,13,103215,4013103215,2779,1009,"W",2710633,2710633,4,13,103215,4013103215,2779,1009,"W",2710633,2710633,2710633,2710633,100,100,100,100,2779,100,100,1009,100,100
"513",4,13,103216,4013103216,5192,2229,"W",2598627,2598627,4,13,103216,4013103216,5192,2229,"W",2598627,2598627,2598627,2598627,100,100,100,100,5192,100,100,2229,100,100
"514",4,13,103217,4013103217,6295,2738,"W",2589037,2589037,4,13,103217,4013103217,6295,2738,"W",2589037,2589037,2589037,2589037,100,100,100,100,6295,100,100,2738,100,100
"515",4,13,103218,4013103218,6006,3532,"P",5074301,5074301,4,13,103219,4013103219,3012,1798,"W",2888582,2888582,2888582,2888582,56.93,56.93,100,100,3012,50.15,100,1798,50.91,100
"516",4,13,103218,4013103218,6006,3532,"P",5074301,5074301,4,13,103220,4013103220,2994,1734,"W",2185719,2185719,2185719,2185719,43.07,43.07,100,100,2994,49.85,100,1734,49.09,100
"517",4,13,103302,4013103302,6246,2506,"W",2494249,2494249,4,13,103302,4013103302,6246,2506,"P",2499629,2499629,2494249,2494249,100,100,99.78,99.78,6246,100,100,2506,100,100
"518",4,13,103303,4013103303,3475,1730,"W",2550445,2550445,4,13,103303,4013103303,3475,1730,"W",2550445,2550445,2550445,2550445,100,100,100,100,3475,100,100,1730,100,100
"519",4,13,103304,4013103304,4674,1942,"W",954810,954810,4,13,103304,4013103304,4674,1942,"W",954810,954810,954810,954810,100,100,100,100,4674,100,100,1942,100,100
"520",4,13,103305,4013103305,3092,1182,"W",810661,810661,4,13,103305,4013103305,3092,1182,"W",810661,810661,810661,810661,100,100,100,100,3092,100,100,1182,100,100
"521",4,13,103306,4013103306,3619,1494,"W",767903,767903,4,13,103306,4013103306,3619,1494,"W",767903,767903,767903,767903,100,100,100,100,3619,100,100,1494,100,100
"522",4,13,103400,4013103400,4656,1842,"P",2728699,2723900,4,13,103302,4013103302,6246,2506,"P",2499629,2499629,5380,5380,0.2,0.2,0.22,0.22,0,0,0,0,0,0
"523",4,13,103400,4013103400,4656,1842,"P",2728699,2723900,4,13,103400,4013103400,4656,1842,"W",2723319,2718520,2723319,2718520,99.8,99.8,100,100,4656,100,100,1842,100,100
"524",4,13,103501,4013103501,3107,1254,"W",2006860,2006860,4,13,103501,4013103501,3107,1254,"W",2006860,2006860,2006860,2006860,100,100,100,100,3107,100,100,1254,100,100
"525",4,13,103502,4013103502,5914,2619,"W",4457246,4457246,4,13,103502,4013103502,5914,2619,"W",4457246,4457246,4457246,4457246,100,100,100,100,5914,100,100,2619,100,100
"526",4,13,103604,4013103604,4098,1980,"W",3103653,3093964,4,13,103604,4013103604,4098,1980,"W",3103653,3093964,3103653,3093964,100,100,100,100,4098,100,100,1980,100,100
"527",4,13,103605,4013103605,5967,2546,"W",6140753,6133622,4,13,103605,4013103605,5967,2546,"W",6140753,6133622,6140753,6133622,100,100,100,100,5967,100,100,2546,100,100
"528",4,13,103606,4013103606,4089,1846,"W",2424905,2424905,4,13,103606,4013103606,4089,1846,"W",2424905,2424905,2424905,2424905,100,100,100,100,4089,100,100,1846,100,100
"529",4,13,103607,4013103607,4496,1868,"W",2490593,2490593,4,13,103607,4013103607,4496,1868,"W",2490593,2490593,2490593,2490593,100,100,100,100,4496,100,100,1868,100,100
"530",4,13,103608,4013103608,3587,1586,"W",2462940,2462940,4,13,103608,4013103608,3587,1586,"W",2462940,2462940,2462940,2462940,100,100,100,100,3587,100,100,1586,100,100
"531",4,13,103609,4013103609,5280,2533,"W",2495466,2493405,4,13,103609,4013103609,5280,2533,"W",2495466,2493405,2495466,2493405,100,100,100,100,5280,100,100,2533,100,100
"532",4,13,103611,4013103611,5121,2365,"W",5219791,5215782,4,13,103611,4013103611,5121,2365,"W",5219791,5215782,5219791,5215782,100,100,100,100,5121,100,100,2365,100,100
"533",4,13,103612,4013103612,4762,2463,"W",1976903,1976903,4,13,103612,4013103612,4762,2463,"W",1976903,1976903,1976903,1976903,100,100,100,100,4762,100,100,2463,100,100
"534",4,13,103614,4013103614,2998,1252,"W",2193319,2193319,4,13,103614,4013103614,2998,1252,"W",2193319,2193319,2193319,2193319,100,100,100,100,2998,100,100,1252,100,100
"535",4,13,103615,4013103615,4748,1938,"W",7070097,7070097,4,13,103615,4013103615,4748,1938,"W",7070097,7070097,7070097,7070097,100,100,100,100,4748,100,100,1938,100,100
"536",4,13,103700,4013103700,7756,4289,"P",7288253,7288253,4,13,103701,4013103701,4700,2558,"W",2570884,2570884,2570884,2570884,35.27,35.27,100,100,4700,60.6,100,2558,59.64,100
"537",4,13,103700,4013103700,7756,4289,"P",7288253,7288253,4,13,103702,4013103702,3056,1731,"W",4717369,4717369,4717369,4717369,64.73,64.73,100,100,3056,39.4,100,1731,40.36,100
"538",4,13,103900,4013103900,5827,2418,"W",2522508,2522034,4,13,103900,4013103900,5827,2418,"W",2522508,2522034,2522508,2522034,100,100,100,100,5827,100,100,2418,100,100
"539",4,13,104000,4013104000,6725,2831,"W",2563950,2563950,4,13,104000,4013104000,6725,2831,"W",2563950,2563950,2563950,2563950,100,100,100,100,6725,100,100,2831,100,100
"540",4,13,104100,4013104100,6567,2625,"W",2564317,2564317,4,13,104100,4013104100,6567,2625,"W",2564317,2564317,2564317,2564317,100,100,100,100,6567,100,100,2625,100,100
"541",4,13,104202,4013104202,5131,1882,"W",2578358,2578358,4,13,104202,4013104202,5131,1882,"W",2578358,2578358,2578358,2578358,100,100,100,100,5131,100,100,1882,100,100
"542",4,13,104203,4013104203,6211,2379,"W",2582687,2582499,4,13,104203,4013104203,6211,2379,"W",2582687,2582499,2582687,2582499,100,100,100,100,6211,100,100,2379,100,100
"543",4,13,104204,4013104204,3230,1126,"W",1472895,1441134,4,13,104204,4013104204,3230,1126,"W",1472895,1441134,1472895,1441134,100,100,100,100,3230,100,100,1126,100,100
"544",4,13,104205,4013104205,5156,2603,"P",3495511,3376808,4,13,104205,4013104205,5156,2603,"P",3496002,3377381,3495396,3376775,100,100,99.98,99.98,5156,100,100,2603,100,100
"545",4,13,104205,4013104205,5156,2603,"P",3495511,3376808,4,13,104206,4013104206,3813,1474,"P",1636068,1625210,115,33,0,0,0.01,0,0,0,0,0,0,0
"546",4,13,104206,4013104206,3813,1474,"W",1635106,1624330,4,13,104206,4013104206,3813,1474,"P",1636068,1625210,1635106,1624330,100,100,99.94,99.95,3813,100,100,1474,100,100
"547",4,13,104207,4013104207,4240,1925,"W",2649677,2649677,4,13,104207,4013104207,4240,1925,"W",2649677,2649677,2649677,2649677,100,100,100,100,4240,100,100,1925,100,100
"548",4,13,104212,4013104212,6174,2321,"W",2581210,2581210,4,13,104212,4013104212,6174,2321,"W",2581210,2581210,2581210,2581210,100,100,100,100,6174,100,100,2321,100,100
"549",4,13,104214,4013104214,2312,768,"W",2445657,2445657,4,13,104214,4013104214,2312,768,"W",2445657,2445657,2445657,2445657,100,100,100,100,2312,100,100,768,100,100
"550",4,13,104215,4013104215,4026,1727,"W",2310146,2310146,4,13,104215,4013104215,4026,1727,"W",2310146,2310146,2310146,2310146,100,100,100,100,4026,100,100,1727,100,100
"551",4,13,104216,4013104216,4771,2040,"W",2492469,2459580,4,13,104216,4013104216,4771,2040,"W",2492469,2459580,2492469,2459580,100,100,100,100,4771,100,100,2040,100,100
"552",4,13,104217,4013104217,4882,2059,"W",2576866,2576866,4,13,104217,4013104217,4882,2059,"W",2576866,2576866,2576866,2576866,100,100,100,100,4882,100,100,2059,100,100
"553",4,13,104218,4013104218,3941,1640,"W",2565553,2565553,4,13,104218,4013104218,3941,1640,"W",2565553,2565553,2565553,2565553,100,100,100,100,3941,100,100,1640,100,100
"554",4,13,104219,4013104219,2982,1026,"W",2558520,2558520,4,13,104219,4013104219,2982,1026,"W",2558520,2558520,2558520,2558520,100,100,100,100,2982,100,100,1026,100,100
"555",4,13,104221,4013104221,5864,2145,"W",2571541,2569318,4,13,104221,4013104221,5864,2145,"W",2571541,2569318,2571541,2569318,100,100,100,100,5864,100,100,2145,100,100
"556",4,13,104222,4013104222,5915,2268,"W",2491304,2491304,4,13,104222,4013104222,5915,2268,"W",2491304,2491304,2491304,2491304,100,100,100,100,5915,100,100,2268,100,100
"557",4,13,104223,4013104223,1857,644,"W",2480393,2476173,4,13,104223,4013104223,1857,644,"W",2480393,2476173,2480393,2476173,100,100,100,100,1857,100,100,644,100,100
"558",4,13,104224,4013104224,5898,2553,"W",2570603,2545408,4,13,104224,4013104224,5898,2553,"W",2570603,2545408,2570603,2545408,100,100,100,100,5898,100,100,2553,100,100
"559",4,13,104225,4013104225,3699,1398,"W",2493198,2476321,4,13,104225,4013104225,3699,1398,"W",2493198,2476321,2493198,2476321,100,100,100,100,3699,100,100,1398,100,100
"560",4,13,104226,4013104226,4373,1914,"W",2558855,2558855,4,13,104226,4013104226,4373,1914,"W",2558855,2558855,2558855,2558855,100,100,100,100,4373,100,100,1914,100,100
"561",4,13,104227,4013104227,2059,842,"W",1094989,1082524,4,13,104227,4013104227,2059,842,"W",1094989,1082524,1094989,1082524,100,100,100,100,2059,100,100,842,100,100
"562",4,13,104300,4013104300,6509,3470,"P",2567698,2487894,4,13,104301,4013104301,3300,1269,"W",1486941,1486941,1486941,1486941,57.91,59.77,100,100,3300,50.7,100,1269,36.57,100
