"Census Data API: Variables in /data/2000/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
HCT005087,Total: Renter occupied: Householder 25 to 34 years: Built 1990 to 1994,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005088,Total: Renter occupied: Householder 25 to 34 years: Built 1980 to 1989,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005089,Total: Renter occupied: Householder 25 to 34 years: Built 1970 to 1979,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005090,Total: Renter occupied: Householder 25 to 34 years: Built 1960 to 1969,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005091,Total: Renter occupied: Householder 25 to 34 years: Built 1950 to 1959,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005092,Total: Renter occupied: Householder 25 to 34 years: Built 1940 to 1949,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005093,Total: Renter occupied: Householder 25 to 34 years: Built 1939 or earlier,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005094,Total: Renter occupied: Householder 35 to 44 years:,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005095,Total: Renter occupied: Householder 35 to 44 years: Built 1999 to March 2000,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005096,Total: Renter occupied: Householder 35 to 44 years: Built 1995 to 1998,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005097,Total: Renter occupied: Householder 35 to 44 years: Built 1990 to 1994,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005098,Total: Renter occupied: Householder 35 to 44 years: Built 1980 to 1989,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005099,Total: Renter occupied: Householder 35 to 44 years: Built 1970 to 1979,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005100,Total: Renter occupied: Householder 35 to 44 years: Built 1960 to 1969,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005101,Total: Renter occupied: Householder 35 to 44 years: Built 1950 to 1959 Occupied housing units,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005102,Total: Renter occupied: Householder 35 to 44 years: Built 1940 to 1949,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005103,Total: Renter occupied: Householder 35 to 44 years: Built 1939 or earlier,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005104,Total: Renter occupied: Householder 45 to 54 years:,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005105,Total: Renter occupied: Householder 45 to 54 years: Built 1999 to March 2000,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005106,Total: Renter occupied: Householder 45 to 54 years: Built 1995 to 1998,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005107,Total: Renter occupied: Householder 45 to 54 years: Built 1990 to 1994,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005108,Total: Renter occupied: Householder 45 to 54 years: Built 1980 to 1989,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005109,Total: Renter occupied: Householder 45 to 54 years: Built 1970 to 1979,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005110,Total: Renter occupied: Householder 45 to 54 years: Built 1960 to 1969,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005111,Total: Renter occupied: Householder 45 to 54 years: Built 1950 to 1959,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005112,Total: Renter occupied: Householder 45 to 54 years: Built 1940 to 1949,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005113,Total: Renter occupied: Householder 45 to 54 years: Built 1939 or earlier,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005114,Total: Renter occupied: Householder 55 to 64 years:,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005115,Total: Renter occupied: Householder 55 to 64 years: Built 1999 to March 2000,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005116,Total: Renter occupied: Householder 55 to 64 years: Built 1995 to 1998,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005117,Total: Renter occupied: Householder 55 to 64 years: Built 1990 to 1994,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005118,Total: Renter occupied: Householder 55 to 64 years: Built 1980 to 1989,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005119,Total: Renter occupied: Householder 55 to 64 years: Built 1970 to 1979,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005120,Total: Renter occupied: Householder 55 to 64 years: Built 1960 to 1969,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005121,Total: Renter occupied: Householder 55 to 64 years: Built 1950 to 1959,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005122,Total: Renter occupied: Householder 55 to 64 years: Built 1940 to 1949,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005123,Total: Renter occupied: Householder 55 to 64 years: Built 1939 or earlier,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005124,Total: Renter occupied: Householder 65 to 74 years:,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005125,Total: Renter occupied: Householder 65 to 74 years: Built 1999 to March 2000,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005126,Total: Renter occupied: Householder 65 to 74 years: Built 1995 to 1998,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005127,Total: Renter occupied: Householder 65 to 74 years: Built 1990 to 1994,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005128,Total: Renter occupied: Householder 65 to 74 years: Built 1980 to 1989,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005129,Total: Renter occupied: Householder 65 to 74 years: Built 1970 to 1979,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005130,Total: Renter occupied: Householder 65 to 74 years: Built 1960 to 1969,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005131,Total: Renter occupied: Householder 65 to 74 years: Built 1950 to 1959,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005132,Total: Renter occupied: Householder 65 to 74 years: Built 1940 to 1949,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005133,Total: Renter occupied: Householder 65 to 74 years: Built 1939 or earlier,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005134,Total: Renter occupied: Householder 75 years and over:,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005135,Total: Renter occupied: Householder 75 years and over: Built 1999 to March 2000,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005136,Total: Renter occupied: Householder 75 years and over: Built 1995 to 1998,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005137,Total: Renter occupied: Householder 75 years and over: Built 1990 to 1994,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005138,Total: Renter occupied: Householder 75 years and over: Built 1980 to 1989,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005139,Total: Renter occupied: Householder 75 years and over: Built 1970 to 1979,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005140,Total: Renter occupied: Householder 75 years and over: Built 1960 to 1969,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005141,Total: Renter occupied: Householder 75 years and over: Built 1950 to 1959,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005142,Total: Renter occupied: Householder 75 years and over: Built 1940 to 1949,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT005143,Total: Renter occupied: Householder 75 years and over: Built 1939 or earlier,HCT5. Tenure by Age of Householder by Year Structure Built [143],not required, ,0,(not a predicate),N/A,N/A
HCT006001,Total: Occupied housing units,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006002,Total: Owner occupied:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006003,Total: Owner occupied: Built 1999 to March 2000:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006004,"Total: Owner occupied: Built 1999 to March 2000: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006005,Total: Owner occupied: Built 1999 to March 2000: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006006,Total: Owner occupied: Built 1999 to March 2000: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006007,Total: Owner occupied: Built 1999 to March 2000: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006008,Total: Owner occupied: Built 1999 to March 2000: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006009,Total: Owner occupied: Built 1999 to March 2000: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006010,"Total: Owner occupied: Built 1999 to March 2000: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006011,Total: Owner occupied: Built 1995 to 1998:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006012,"Total: Owner occupied: Built 1995 to 1998: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006013,Total: Owner occupied: Built 1995 to 1998: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006014,Total: Owner occupied: Built 1995 to 1998: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006015,Total: Owner occupied: Built 1995 to 1998: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006016,Total: Owner occupied: Built 1995 to 1998: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006017,Total: Owner occupied: Built 1995 to 1998: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006018,"Total: Owner occupied: Built 1995 to 1998: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006019,Total: Owner occupied: Built 1990 to 1994:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006020,"Total: Owner occupied: Built 1990 to 1994: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006021,Total: Owner occupied: Built 1990 to 1994: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006022,Total: Owner occupied: Built 1990 to 1994: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006023,Total: Owner occupied: Built 1990 to 1994: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006024,Total: Owner occupied: Built 1990 to 1994: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006025,Total: Owner occupied: Built 1990 to 1994: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006026,"Total: Owner occupied: Built 1990 to 1994: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006027,Total: Owner occupied: Built 1980 to 1989:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006028,"Total: Owner occupied: Built 1980 to 1989: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006029,Total: Owner occupied: Built 1980 to 1989: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006030,Total: Owner occupied: Built 1980 to 1989: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006031,Total: Owner occupied: Built 1980 to 1989: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006032,Total: Owner occupied: Built 1980 to 1989: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006033,Total: Owner occupied: Built 1980 to 1989: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006034,"Total: Owner occupied: Built 1980 to 1989: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006035,Total: Owner occupied: Built 1970 to 1979:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006036,"Total: Owner occupied: Built 1970 to 1979: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006037,Total: Owner occupied: Built 1970 to 1979: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006038,Total: Owner occupied: Built 1970 to 1979: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006039,Total: Owner occupied: Built 1970 to 1979: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006040,Total: Owner occupied: Built 1970 to 1979: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006041,Total: Owner occupied: Built 1970 to 1979: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006042,"Total: Owner occupied: Built 1970 to 1979: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006043,Total: Owner occupied: Built 1960 to 1969:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006044,"Total: Owner occupied: Built 1960 to 1969: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006045,Total: Owner occupied: Built 1960 to 1969: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006046,Total: Owner occupied: Built 1960 to 1969: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006047,Total: Owner occupied: Built 1960 to 1969: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006048,Total: Owner occupied: Built 1960 to 1969: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006049,Total: Owner occupied: Built 1960 to 1969: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006050,"Total: Owner occupied: Built 1960 to 1969: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006051,Total: Owner occupied: Built 1950 to 1959:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006052,"Total: Owner occupied: Built 1950 to 1959: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006053,Total: Owner occupied: Built 1950 to 1959: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006054,Total: Owner occupied: Built 1950 to 1959: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006055,Total: Owner occupied: Built 1950 to 1959: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006056,Total: Owner occupied: Built 1950 to 1959: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006057,Total: Owner occupied: Built 1950 to 1959: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006058,"Total: Owner occupied: Built 1950 to 1959: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006059,Total: Owner occupied: Built 1940 to 1949:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006060,"Total: Owner occupied: Built 1940 to 1949: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006061,Total: Owner occupied: Built 1940 to 1949: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006062,Total: Owner occupied: Built 1940 to 1949: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006063,Total: Owner occupied: Built 1940 to 1949: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006064,Total: Owner occupied: Built 1940 to 1949: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006065,Total: Owner occupied: Built 1940 to 1949: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006066,"Total: Owner occupied: Built 1940 to 1949: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006067,Total: Owner occupied: Built 1939 or earlier:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006068,"Total: Owner occupied: Built 1939 or earlier: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006069,Total: Owner occupied: Built 1939 or earlier: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006070,Total: Owner occupied: Built 1939 or earlier: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006071,Total: Owner occupied: Built 1939 or earlier: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006072,Total: Owner occupied: Built 1939 or earlier: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006073,Total: Owner occupied: Built 1939 or earlier: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006074,"Total: Owner occupied: Built 1939 or earlier: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006075,Total: Renter occupied:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006076,Total: Renter occupied: Built 1999 to March 2000:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006077,"Total: Renter occupied: Built 1999 to March 2000: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006078,Total: Renter occupied: Built 1999 to March 2000: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006079,Total: Renter occupied: Built 1999 to March 2000: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006080,Total: Renter occupied: Built 1999 to March 2000: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006081,Total: Renter occupied: Built 1999 to March 2000: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006082,Total: Renter occupied: Built 1999 to March 2000: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006083,"Total: Renter occupied: Built 1999 to March 2000: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006084,Total: Renter occupied: Built 1995 to 1998:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006085,"Total: Renter occupied: Built 1995 to 1998: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006086,Total: Renter occupied: Built 1995 to 1998: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006087,Total: Renter occupied: Built 1995 to 1998: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006088,Total: Renter occupied: Built 1995 to 1998: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006089,Total: Renter occupied: Built 1995 to 1998: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006090,Total: Renter occupied: Built 1995 to 1998: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006091,"Total: Renter occupied: Built 1995 to 1998: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006092,Total: Renter occupied: Built 1990 to 1994:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006093,"Total: Renter occupied: Built 1990 to 1994: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006094,Total: Renter occupied: Built 1990 to 1994: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006095,Total: Renter occupied: Built 1990 to 1994: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006096,Total: Renter occupied: Built 1990 to 1994: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006097,Total: Renter occupied: Built 1990 to 1994: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006098,Total: Renter occupied: Built 1990 to 1994: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006099,"Total: Renter occupied: Built 1990 to 1994: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006100,Total: Renter occupied: Built 1980 to 1989:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006101,"Total: Renter occupied: Built 1980 to 1989: 1, detached or attached Occupied housing units",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006102,Total: Renter occupied: Built 1980 to 1989: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006103,Total: Renter occupied: Built 1980 to 1989: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006104,Total: Renter occupied: Built 1980 to 1989: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006105,Total: Renter occupied: Built 1980 to 1989: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006106,Total: Renter occupied: Built 1980 to 1989: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006107,"Total: Renter occupied: Built 1980 to 1989: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006108,Total: Renter occupied: Built 1970 to 1979:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
